,Compound,Negative,Neutral,News Org,Positive,TimeStamp,Tweets Ago
550,0.0,1.0,0.0,@NPR,0.0,Thu Aug 23 08:46:05 +0000 2018,51
551,0.8316,0.683,0.0,@NPR,0.317,Thu Aug 23 08:05:00 +0000 2018,52
552,0.0,1.0,0.0,@NPR,0.0,Thu Aug 23 07:33:00 +0000 2018,53
553,0.0,1.0,0.0,@NPR,0.0,Thu Aug 23 07:04:00 +0000 2018,54
554,-0.0516,0.938,0.062,@NPR,0.0,Thu Aug 23 06:33:00 +0000 2018,55
555,0.4215,0.872,0.0,@NPR,0.128,Thu Aug 23 06:04:00 +0000 2018,56
556,-0.4588,0.676,0.23,@NPR,0.095,Thu Aug 23 05:34:00 +0000 2018,57
557,-0.6908,0.725,0.275,@NPR,0.0,Thu Aug 23 05:04:00 +0000 2018,58
558,-0.4215,0.66,0.212,@NPR,0.127,Thu Aug 23 04:34:03 +0000 2018,59
559,-0.7184,0.667,0.333,@NPR,0.0,Thu Aug 23 04:33:00 +0000 2018,60
560,0.5106,0.829,0.0,@NPR,0.171,Thu Aug 23 03:46:00 +0000 2018,61
561,0.0,1.0,0.0,@NPR,0.0,Thu Aug 23 03:41:03 +0000 2018,62
562,0.0,1.0,0.0,@NPR,0.0,Thu Aug 23 03:33:36 +0000 2018,63
563,0.6369,0.794,0.0,@NPR,0.206,Thu Aug 23 03:32:15 +0000 2018,64
564,0.2023,0.759,0.103,@NPR,0.138,Thu Aug 23 02:56:21 +0000 2018,65
565,0.4019,0.816,0.0,@NPR,0.184,Thu Aug 23 02:56:11 +0000 2018,66
566,-0.34,0.825,0.175,@NPR,0.0,Thu Aug 23 02:33:00 +0000 2018,67
567,-0.296,0.804,0.196,@NPR,0.0,Thu Aug 23 02:23:08 +0000 2018,68
568,0.0,1.0,0.0,@NPR,0.0,Thu Aug 23 02:03:26 +0000 2018,69
569,0.0,1.0,0.0,@NPR,0.0,Thu Aug 23 02:03:00 +0000 2018,70
570,-0.4588,0.85,0.15,@NPR,0.0,Thu Aug 23 01:33:00 +0000 2018,71
571,-0.91,0.286,0.714,@NPR,0.0,Thu Aug 23 01:19:45 +0000 2018,72
572,-0.4767,0.853,0.147,@NPR,0.0,Thu Aug 23 01:16:36 +0000 2018,73
573,-0.296,0.684,0.184,@NPR,0.132,Thu Aug 23 01:03:00 +0000 2018,74
574,-0.1027,0.647,0.159,@NPR,0.194,Thu Aug 23 00:39:20 +0000 2018,75
575,-0.7906,0.708,0.292,@NPR,0.0,Thu Aug 23 00:33:01 +0000 2018,76
576,0.4215,0.865,0.0,@NPR,0.135,Thu Aug 23 00:04:00 +0000 2018,77
577,0.9371,0.565,0.0,@NPR,0.435,Wed Aug 22 23:33:15 +0000 2018,78
578,-0.34,0.888,0.112,@NPR,0.0,Wed Aug 22 23:33:00 +0000 2018,79
579,0.4019,0.787,0.0,@NPR,0.213,Wed Aug 22 23:07:04 +0000 2018,80
580,-0.6012,0.803,0.197,@NPR,0.0,Wed Aug 22 23:00:05 +0000 2018,81
581,-0.5499,0.866,0.134,@NPR,0.0,Wed Aug 22 22:58:46 +0000 2018,82
582,0.4215,0.865,0.0,@NPR,0.135,Wed Aug 22 22:58:29 +0000 2018,83
583,0.0,1.0,0.0,@NPR,0.0,Wed Aug 22 22:56:05 +0000 2018,84
584,0.8553,0.56,0.056,@NPR,0.384,Wed Aug 22 22:25:00 +0000 2018,85
585,0.0,1.0,0.0,@NPR,0.0,Wed Aug 22 22:00:00 +0000 2018,86
586,0.0,1.0,0.0,@NPR,0.0,Wed Aug 22 21:30:00 +0000 2018,87
587,-0.4767,0.881,0.119,@NPR,0.0,Wed Aug 22 21:21:18 +0000 2018,88
588,0.0,1.0,0.0,@NPR,0.0,Wed Aug 22 21:00:00 +0000 2018,89
589,-0.4588,0.864,0.136,@NPR,0.0,Wed Aug 22 20:54:47 +0000 2018,90
590,-0.34,0.888,0.112,@NPR,0.0,Wed Aug 22 20:33:00 +0000 2018,91
591,-0.6597,0.649,0.351,@NPR,0.0,Wed Aug 22 20:15:07 +0000 2018,92
592,-0.7351,0.53,0.47,@NPR,0.0,Wed Aug 22 20:07:05 +0000 2018,93
593,-0.4215,0.817,0.183,@NPR,0.0,Wed Aug 22 19:44:42 +0000 2018,94
594,-0.4215,0.865,0.135,@NPR,0.0,Wed Aug 22 19:43:32 +0000 2018,95
595,-0.25,0.611,0.214,@NPR,0.176,Wed Aug 22 19:30:00 +0000 2018,96
596,0.0,1.0,0.0,@NPR,0.0,Wed Aug 22 19:30:00 +0000 2018,97
597,0.0,1.0,0.0,@NPR,0.0,Wed Aug 22 19:00:01 +0000 2018,98
598,0.0,1.0,0.0,@NPR,0.0,Wed Aug 22 18:59:21 +0000 2018,99
599,-0.6872,0.553,0.447,@NPR,0.0,Wed Aug 22 18:53:05 +0000 2018,100
